_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.1,C1096184,M1,1,0,DisGeNET,35,West Nile viral infection,,-4.1,18,7.9,30182,164,42,4,9.5,4.5,3661|3663|4599|7098,IRF3|IRF5|MX1|TLR3,-0.96,0
1,-4.1,C0014038,M1,1,0,DisGeNET,35,Encephalitis,,-4.1,11,6.8,30182,324,42,5,12,5,3661|4137|5468|7098|120892,IRF3|MAPT|PPARG|TLR3|LRRK2,-0.96,0
1,-4,C0750901,M1,1,0,DisGeNET,35,"Alzheimer Disease, Early Onset",,-4,17,7.7,30182,174,42,4,9.5,4.5,322|4137|5468|57091,APBB1|MAPT|PPARG|CASS4,-0.93,0
1,-4,C0392885,M1,1,0,DisGeNET,35,High density lipoprotein measurement,,-4,7.9,6.1,30182,545,42,6,14,5.4,2100|2119|3661|4782|5468|8289,ESR2|ETV5|IRF3|NFIC|PPARG|ARID1A,-0.93,0
1,-4,C0346109,M1,1,0,DisGeNET,35,Malignant Mesothelioma of Peritoneum,,-4,33,9.7,30182,65,42,3,7.1,4,2100|7098|7879,ESR2|TLR3|RAB7A,-0.93,0
1,-3.9,C0278704,M1,1,0,DisGeNET,35,Malignant Childhood Neoplasm,,-3.9,16,7.5,30182,179,42,4,9.5,4.5,2100|2272|5468|8289,ESR2|FHIT|PPARG|ARID1A,-0.92,0
1,-3.9,C1868675,M1,1,0,DisGeNET,35,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",,-3.9,32,9.5,30182,67,42,3,7.1,4,2272|4137|120892,FHIT|MAPT|LRRK2,-0.92,0
1,-3.9,C1336076,M1,1,0,DisGeNET,35,Sporadic Breast Carcinoma,,-3.9,16,7.4,30182,184,42,4,9.5,4.5,2100|2272|5468|8289,ESR2|FHIT|PPARG|ARID1A,-0.9,0
1,-3.9,C0455829,M1,1,0,DisGeNET,35,Waist Circumference,,-3.9,31,9.3,30182,70,42,3,7.1,4,2119|2272|5468,ETV5|FHIT|PPARG,-0.9,0
1,-3.8,C1145628,M1,1,0,DisGeNET,35,Autonomic nervous system disorders,,-3.8,30,9.1,30182,73,42,3,7.1,4,4137|57091|120892,MAPT|CASS4|LRRK2,-0.86,0
1,-3.7,C0043124,M1,1,0,DisGeNET,35,West Nile Fever,,-3.7,27,8.7,30182,79,42,3,7.1,4,3661|3663|7098,IRF3|IRF5|TLR3,-0.8,0
1,-3.7,C0200638,M1,1,0,DisGeNET,35,Eosinophil count procedure,,-3.7,7.1,5.7,30182,610,42,6,14,5.4,1912|2185|2887|4137|4782|5468,PHC2|PTK2B|GRB10|MAPT|NFIC|PPARG,-0.8,0
1,-3.7,C0036205,M1,1,0,DisGeNET,35,"Sarcoidosis, Pulmonary",,-3.7,27,8.6,30182,81,42,3,7.1,4,2185|5468|7098,PTK2B|PPARG|TLR3,-0.79,0
1,-3.7,C0020651,M1,1,0,DisGeNET,35,"Hypotension, Orthostatic",,-3.7,26,8.6,30182,82,42,3,7.1,4,1879|3663|120892,EBF1|IRF5|LRRK2,-0.79,0
1,-3.7,C0206708,M1,1,0,DisGeNET,35,Cervical Intraepithelial Neoplasia,,-3.7,9,6,30182,398,42,5,12,5,2100|2272|4605|7098|8289,ESR2|FHIT|MYBL2|TLR3|ARID1A,-0.78,0
1,-3.7,C0005612,M1,1,0,DisGeNET,35,Birth Weight,,-3.7,13,6.8,30182,214,42,4,9.5,4.5,1879|2887|51043|91768,EBF1|GRB10|ZBTB7B|CABLES1,-0.78,0
1,-3.6,C0220636,M1,1,0,DisGeNET,35,Malignant neoplasm of salivary gland,,-3.6,24,8.1,30182,91,42,3,7.1,4,2100|2272|5468,ESR2|FHIT|PPARG,-0.71,0
1,-3.5,C0023524,M1,1,0,DisGeNET,35,"Leukoencephalopathy, Progressive Multifocal",,-3.5,12,6.4,30182,240,42,4,9.5,4.5,322|2100|2185|5468,APBB1|ESR2|PTK2B|PPARG,-0.69,0
1,-3.4,C0007785,M1,1,0,DisGeNET,35,Cerebral Infarction,,-3.4,6.3,5.2,30182,687,42,6,14,5.4,2100|2185|2729|4137|5468|7879,ESR2|PTK2B|GCLC|MAPT|PPARG|RAB7A,-0.69,0
1,-3.4,C0546126,M1,1,0,DisGeNET,35,Acute Confusional Senile Dementia,,-3.4,22,7.7,30182,99,42,3,7.1,4,4137|5468|57091,MAPT|PPARG|CASS4,-0.69,0
1,-3.4,C0750900,M1,1,0,DisGeNET,35,"Alzheimer's Disease, Focal Onset",,-3.4,22,7.7,30182,99,42,3,7.1,4,4137|5468|57091,MAPT|PPARG|CASS4,-0.69,0
1,-3.4,C0426980,M1,1,0,DisGeNET,35,Motor symptoms,,-3.4,22,7.7,30182,100,42,3,7.1,4,4137|5468|120892,MAPT|PPARG|LRRK2,-0.69,0
1,-3.4,C0917796,M1,1,0,DisGeNET,35,"Optic Atrophy, Hereditary, Leber",,-3.4,22,7.7,30182,100,42,3,7.1,4,2100|2729|4137,ESR2|GCLC|MAPT,-0.69,0
1,-3.4,C4551686,M1,1,0,DisGeNET,35,Malignant neoplasm of soft tissue,,-3.4,6.2,5.2,30182,699,42,6,14,5.4,2119|2272|2729|4137|5468|8289,ETV5|FHIT|GCLC|MAPT|PPARG|ARID1A,-0.69,0
1,-3.4,C0017639,M1,1,0,DisGeNET,35,Gliosis,,-3.4,21,7.6,30182,102,42,3,7.1,4,4137|7098|120892,MAPT|TLR3|LRRK2,-0.69,0
1,-3.4,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-3.4,6.2,5.2,30182,700,42,6,14,5.4,2729|3661|3663|5468|7050|7098,GCLC|IRF3|IRF5|PPARG|TGIF1|TLR3,-0.69,0
1,-3.4,C0021053,M1,1,0,DisGeNET,35,Immune System Diseases,,-3.4,8,5.6,30182,451,42,5,12,5,2100|2119|3661|3663|5468,ESR2|ETV5|IRF3|IRF5|PPARG,-0.69,0
1,-3.4,C0333463,M1,1,0,DisGeNET,35,Senile Plaques,,-3.4,12,6.2,30182,249,42,4,9.5,4.5,322|4137|4599|7098,APBB1|MAPT|MX1|TLR3,-0.69,0
1,-3.4,C1302401,M1,1,0,DisGeNET,35,Adenoma of large intestine,,-3.4,7.9,5.6,30182,452,42,5,12,5,2100|2272|2729|5468|7593,ESR2|FHIT|GCLC|PPARG|MZF1,-0.69,0
1,-3.4,C4317109,M1,1,0,DisGeNET,35,Epileptic Seizures,,-3.4,11,6.2,30182,250,42,4,9.5,4.5,2100|4137|5468|7098,ESR2|MAPT|PPARG|TLR3,-0.69,0
1,-3.4,C0520459,M1,1,0,DisGeNET,35,Necrotizing Enterocolitis,,-3.4,21,7.6,30182,103,42,3,7.1,4,3663|5468|7098,IRF5|PPARG|TLR3,-0.69,0
1,-3.4,C3544205,M1,1,0,DisGeNET,35,Ovarian clear cell carcinoma,,-3.4,21,7.6,30182,103,42,3,7.1,4,2100|2185|8289,ESR2|PTK2B|ARID1A,-0.69,0
1,-3.3,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-3.3,6,5.1,30182,718,42,6,14,5.4,2100|2729|4137|5468|57091|120892,ESR2|GCLC|MAPT|PPARG|CASS4|LRRK2,-0.67,0
1,-3.3,C0239981,M1,1,0,DisGeNET,35,Hypoalbuminemia,,-3.3,20,7.4,30182,107,42,3,7.1,4,2272|3663|9863,FHIT|IRF5|MAGI2,-0.67,0
1,-3.3,C0079541,M1,1,0,DisGeNET,35,Holoprosencephaly,,-3.3,20,7.3,30182,109,42,3,7.1,4,7050|8289|8820,TGIF1|ARID1A|HESX1,-0.66,0
1,-3.3,C0008312,M1,1,0,DisGeNET,35,Primary biliary cirrhosis,,-3.3,7.5,5.4,30182,478,42,5,12,5,2100|3663|4137|5468|7098,ESR2|IRF5|MAPT|PPARG|TLR3,-0.66,0
1,-3.3,C0266999,M1,1,0,DisGeNET,35,Vesicular Stomatitis,,-3.3,19,7.2,30182,112,42,3,7.1,4,3661|4599|7098,IRF3|MX1|TLR3,-0.66,0
1,-3.3,C0025007,M1,1,0,DisGeNET,35,Measles,,-3.3,19,7.2,30182,113,42,3,7.1,4,3661|4599|7098,IRF3|MX1|TLR3,-0.66,0
1,-3.3,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-3.3,5.8,5,30182,741,42,6,14,5.4,2100|2185|2729|5468|7098|8289,ESR2|PTK2B|GCLC|PPARG|TLR3|ARID1A,-0.66,0
1,-3.3,C0202117,M1,1,0,DisGeNET,35,Low density lipoprotein cholesterol measurement,,-3.3,7.4,5.3,30182,483,42,5,12,5,3661|5468|7098|8289|120892,IRF3|PPARG|TLR3|ARID1A|LRRK2,-0.66,0
1,-3.3,C1176475,M1,1,0,DisGeNET,35,Ductal Carcinoma,,-3.3,11,5.9,30182,273,42,4,9.5,4.5,2100|2272|3663|8289,ESR2|FHIT|IRF5|ARID1A,-0.65,0
1,-3.2,C0036220,M1,1,0,DisGeNET,35,Kaposi Sarcoma,,-3.2,7.4,5.3,30182,488,42,5,12,5,2185|3661|3663|5468|51347,PTK2B|IRF3|IRF5|PPARG|TAOK3,-0.65,0
1,-3.2,C0205644,M1,1,0,DisGeNET,35,"Carcinoma, Granular Cell",,-3.2,19,7.1,30182,116,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.65,0
1,-3.2,C0205643,M1,1,0,DisGeNET,35,"Carcinoma, Cribriform",,-3.2,18,7,30182,117,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.65,0
1,-3.2,C1175175,M1,1,0,DisGeNET,35,Severe Acute Respiratory Syndrome,,-3.2,18,7,30182,117,42,3,7.1,4,3661|4599|4782,IRF3|MX1|NFIC,-0.65,0
1,-3.2,C0476254,M1,1,0,DisGeNET,35,Dyslexia,,-3.2,18,7,30182,118,42,3,7.1,4,2100|2729|4137,ESR2|GCLC|MAPT,-0.64,0
1,-3.2,C0233794,M1,1,0,DisGeNET,35,Memory impairment,,-3.2,5.7,4.9,30182,763,42,6,14,5.4,2100|2185|4137|4782|5468|9863,ESR2|PTK2B|MAPT|NFIC|PPARG|MAGI2,-0.63,0
1,-3.2,C0234985,M1,1,0,DisGeNET,35,Mental deterioration,,-3.2,7.1,5.2,30182,508,42,5,12,5,322|4137|4599|5468|120892,APBB1|MAPT|MX1|PPARG|LRRK2,-0.61,0
1,-3.2,C0034494,M1,1,0,DisGeNET,35,Rabies (disorder),,-3.2,18,6.9,30182,123,42,3,7.1,4,3661|7098|7879,IRF3|TLR3|RAB7A,-0.61,0
1,-3.2,C0205641,M1,1,0,DisGeNET,35,"Adenocarcinoma, Basal Cell",,-3.2,18,6.9,30182,123,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.61,0
1,-3.1,C0040021,M1,1,0,DisGeNET,35,Thromboangiitis Obliterans,,-3.1,17,6.7,30182,127,42,3,7.1,4,2185|5468|57091,PTK2B|PPARG|CASS4,-0.57,0
1,-3.1,C0232939,M1,1,0,DisGeNET,35,Primary physiologic amenorrhea,,-3.1,17,6.7,30182,129,42,3,7.1,4,2100|5468|8820,ESR2|PPARG|HESX1,-0.57,0
1,-3.1,C1535926,M1,1,0,DisGeNET,35,Neurodevelopmental Disorders,,-3.1,6.7,5,30182,534,42,5,12,5,287|2100|4137|4782|7098,ANK2|ESR2|MAPT|NFIC|TLR3,-0.55,0
1,-3.1,C0019187,M1,1,0,DisGeNET,35,"Hepatitis, Alcoholic",,-3.1,16,6.6,30182,133,42,3,7.1,4,3661|5468|7098,IRF3|PPARG|TLR3,-0.55,0
1,-3.1,C0205645,M1,1,0,DisGeNET,35,"Adenocarcinoma, Tubular",,-3.1,16,6.6,30182,133,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.55,0
1,-3.1,C0151786,M1,1,0,DisGeNET,35,Muscle Weakness,,-3.1,6.7,5,30182,536,42,5,12,5,3663|6945|7879|8820|51347,IRF5|MLX|RAB7A|HESX1|TAOK3,-0.54,0
1,-3.1,C0027404,M1,1,0,DisGeNET,35,Narcolepsy,,-3.1,9.3,5.5,30182,308,42,4,9.5,4.5,2272|10915|23281|80206,FHIT|TCERG1|MTUS2|FHOD3,-0.54,0
1,-3.1,C0205642,M1,1,0,DisGeNET,35,"Adenocarcinoma, Oxyphilic",,-3.1,16,6.5,30182,135,42,3,7.1,4,2100|5468|8289,ESR2|PPARG|ARID1A,-0.54,0
1,-3,C1708349,M1,1,0,DisGeNET,35,Hereditary Diffuse Gastric Cancer,,-3,9.2,5.4,30182,312,42,4,9.5,4.5,2272|4599|5468|8289,FHIT|MX1|PPARG|ARID1A,-0.53,0
1,-3,C4721453,M1,1,0,DisGeNET,35,Peripheral Nervous System Diseases,,-3,6.5,4.9,30182,549,42,5,12,5,2185|2729|4137|5468|7879,PTK2B|GCLC|MAPT|PPARG|RAB7A,-0.52,0
1,-3,C1275122,M1,1,0,DisGeNET,35,Familial multiple trichoepitheliomata,,-3,9.1,5.4,30182,317,42,4,9.5,4.5,2100|2272|5468|8289,ESR2|FHIT|PPARG|ARID1A,-0.51,0
1,-3,C0007682,M1,1,0,DisGeNET,35,CNS disorder,,-3,9,5.4,30182,319,42,4,9.5,4.5,2100|4137|5468|7050,ESR2|MAPT|PPARG|TGIF1,-0.5,0
1,-3,C0220668,M1,1,0,DisGeNET,35,Congenital contractural arachnodactyly,,-3,6.4,4.8,30182,559,42,5,12,5,1879|2185|5468|7879|8289,EBF1|PTK2B|PPARG|RAB7A|ARID1A,-0.49,0
1,-3,C0033975,M1,1,0,DisGeNET,35,Psychotic Disorders,,-3,6.4,4.8,30182,560,42,5,12,5,2729|4137|5468|7050|120892,GCLC|MAPT|PPARG|TGIF1|LRRK2,-0.49,0
1,-3,C2062441,M1,1,0,DisGeNET,35,Influenza A,,-3,6.4,4.8,30182,562,42,5,12,5,3661|3663|4599|5468|7098,IRF3|IRF5|MX1|PPARG|TLR3,-0.49,0
1,-3,C0424678,M1,1,0,DisGeNET,35,Lean body mass,,-3,15,6.3,30182,144,42,3,7.1,4,1912|2272|91768,PHC2|FHIT|CABLES1,-0.49,0
1,-3,C0205682,M1,1,0,DisGeNET,35,Waist-Hip Ratio,,-3,6.4,4.8,30182,565,42,5,12,5,2887|4137|89795|91768|158471,GRB10|MAPT|NAV3|CABLES1|PRUNE2,-0.49,0
1,-2.9,C1519680,M1,1,0,DisGeNET,35,Tumor Immunity,,-2.9,8.5,5.2,30182,337,42,4,9.5,4.5,3661|3663|4599|5468,IRF3|IRF5|MX1|PPARG,-0.44,0
1,-2.9,C0158266,M1,1,0,DisGeNET,35,Intervertebral Disc Degeneration,,-2.9,8.4,5.1,30182,342,42,4,9.5,4.5,2887|5468|7879|55790,GRB10|PPARG|RAB7A|CSGALNACT1,-0.44,0
1,-2.9,C0271561,M1,1,0,DisGeNET,35,Somatotropin deficiency,,-2.9,14,6,30182,154,42,3,7.1,4,2887|5468|8820,GRB10|PPARG|HESX1,-0.44,0
1,-2.9,C0011303,M1,1,0,DisGeNET,35,Demyelinating Diseases,,-2.9,14,6,30182,156,42,3,7.1,4,2100|5468|120892,ESR2|PPARG|LRRK2,-0.42,0
1,-2.9,C0271650,M1,1,0,DisGeNET,35,Impaired glucose tolerance,,-2.9,6,4.6,30182,596,42,5,12,5,2100|2185|2887|3663|5468,ESR2|PTK2B|GRB10|IRF5|PPARG,-0.42,0
1,-2.8,C0031117,M1,1,0,DisGeNET,35,Peripheral Neuropathy,,-2.8,8.2,5.1,30182,351,42,4,9.5,4.5,2185|4137|7098|7879,PTK2B|MAPT|TLR3|RAB7A,-0.41,0
1,-2.8,C4049938,M1,1,0,DisGeNET,35,Physical Activity Measurement,,-2.8,13,5.9,30182,160,42,3,7.1,4,2119|2272|91768,ETV5|FHIT|CABLES1,-0.4,0
1,-2.8,C0032580,M1,1,0,DisGeNET,35,Adenomatous Polyposis Coli,,-2.8,5.9,4.6,30182,609,42,5,12,5,2100|2272|4137|5468|8289,ESR2|FHIT|MAPT|PPARG|ARID1A,-0.39,0
1,-2.8,C0334583,M1,1,0,DisGeNET,35,Pilocytic Astrocytoma,,-2.8,13,5.8,30182,163,42,3,7.1,4,2100|2119|2729,ESR2|ETV5|GCLC,-0.39,0
1,-2.8,C0236734,M1,1,0,DisGeNET,35,Caffeine related disorders,,-2.8,8,5,30182,359,42,4,9.5,4.5,2729|4137|5468|120892,GCLC|MAPT|PPARG|LRRK2,-0.39,0
1,-2.8,C0030499,M1,1,0,DisGeNET,35,Parasitic Diseases,,-2.8,13,5.8,30182,164,42,3,7.1,4,2185|3661|7098,PTK2B|IRF3|TLR3,-0.39,0
1,-2.8,C0027746,M1,1,0,DisGeNET,35,Nerve Degeneration,,-2.8,13,5.8,30182,165,42,3,7.1,4,287|5468|120892,ANK2|PPARG|LRRK2,-0.38,0
1,-2.8,C0020459,M1,1,0,DisGeNET,35,Hyperinsulinism,,-2.8,5.8,4.5,30182,620,42,5,12,5,2185|2729|2887|4137|5468,PTK2B|GCLC|GRB10|MAPT|PPARG,-0.37,0
1,-2.8,C4524092,M1,1,0,DisGeNET,35,Chronic rhinosinusitis with nasal polyps,,-2.8,13,5.7,30182,168,42,3,7.1,4,2185|5468|7098,PTK2B|PPARG|TLR3,-0.37,0
1,-2.7,C0349204,M1,1,0,DisGeNET,35,Nonorganic psychosis,,-2.7,7.6,4.8,30182,376,42,4,9.5,4.5,4137|5468|7050|120892,MAPT|PPARG|TGIF1|LRRK2,-0.33,0
1,-2.7,C0021841,M1,1,0,DisGeNET,35,Intestinal Neoplasms,,-2.7,12,5.5,30182,182,42,3,7.1,4,5468|7050|91768,PPARG|TGIF1|CABLES1,-0.3,0
1,-2.7,C0032584,M1,1,0,DisGeNET,35,polyps,,-2.7,7.4,4.7,30182,390,42,4,9.5,4.5,2100|3663|5468|7098,ESR2|IRF5|PPARG|TLR3,-0.3,0
1,-2.7,C0410702,M1,1,0,DisGeNET,35,Adolescent idiopathic scoliosis,,-2.7,5.5,4.3,30182,656,42,5,12,5,287|2100|2272|23281|80206,ANK2|ESR2|FHIT|MTUS2|FHOD3,-0.3,0
1,-2.7,C0037369,M1,1,0,DisGeNET,35,Smoking,,-2.7,7.4,4.7,30182,391,42,4,9.5,4.5,1912|2119|2272|91768,PHC2|ETV5|FHIT|CABLES1,-0.3,0
1,-2.7,C1290884,M1,1,0,DisGeNET,35,Inflammatory disorder,,-2.7,7.4,4.7,30182,391,42,4,9.5,4.5,2185|5468|7098|120892,PTK2B|PPARG|TLR3|LRRK2,-0.3,0
1,-2.7,C0037822,M1,1,0,DisGeNET,35,Speech Disorders,,-2.7,12,5.5,30182,183,42,3,7.1,4,4137|6945|8289,MAPT|MLX|ARID1A,-0.3,0
1,-2.7,C0005411,M1,1,0,DisGeNET,35,Biliary Atresia,,-2.7,12,5.4,30182,184,42,3,7.1,4,3663|4599|7098,IRF5|MX1|TLR3,-0.3,0
1,-2.7,C0262584,M1,1,0,DisGeNET,35,"Carcinoma, Small Cell",,-2.7,12,5.4,30182,185,42,3,7.1,4,2272|5468|8289,FHIT|PPARG|ARID1A,-0.29,0
1,-2.6,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-2.6,5.4,4.3,30182,668,42,5,12,5,2100|4137|4599|4782|9863,ESR2|MAPT|MX1|NFIC|MAGI2,-0.29,0
1,-2.6,C0220597,M1,1,0,DisGeNET,35,Adult Hodgkin Lymphoma,,-2.6,7.2,4.7,30182,399,42,4,9.5,4.5,1879|2100|2272|3663,EBF1|ESR2|FHIT|IRF5,-0.29,0
1,-2.6,C0220644,M1,1,0,DisGeNET,35,Childhood Hodgkin Lymphoma,,-2.6,7.2,4.7,30182,399,42,4,9.5,4.5,1879|2100|2272|3663,EBF1|ESR2|FHIT|IRF5,-0.29,0
1,-2.6,C2936719,M1,1,0,DisGeNET,35,Mechanical Allodynia,,-2.6,7,4.6,30182,408,42,4,9.5,4.5,3661|3663|7593|10818,IRF3|IRF5|MZF1|FRS2,-0.26,0
1,-2.6,C1328504,M1,1,0,DisGeNET,35,Hormone refractory prostate cancer,,-2.6,5.3,4.2,30182,683,42,5,12,5,2100|2185|2887|4605|5468,ESR2|PTK2B|GRB10|MYBL2|PPARG,-0.26,0
1,-2.6,C0023896,M1,1,0,DisGeNET,35,Alcoholic Liver Diseases,,-2.6,11,5.3,30182,195,42,3,7.1,4,3661|5468|8289,IRF3|PPARG|ARID1A,-0.26,0
1,-2.6,C0042373,M1,1,0,DisGeNET,35,Vascular Diseases,,-2.6,5.2,4.2,30182,688,42,5,12,5,2185|3661|4137|5468|9863,PTK2B|IRF3|MAPT|PPARG|MAGI2,-0.26,0
1,-2.6,C0036920,M1,1,0,DisGeNET,35,Sezary Syndrome,,-2.6,11,5.2,30182,196,42,3,7.1,4,4605|8289|89795,MYBL2|ARID1A|NAV3,-0.26,0
1,-2.6,C1527349,M1,1,0,DisGeNET,35,Ductal Breast Carcinoma,,-2.6,11,5.2,30182,196,42,3,7.1,4,2100|2272|3663,ESR2|FHIT|IRF5,-0.26,0
1,-2.6,C1134719,M1,1,0,DisGeNET,35,Invasive Ductal Breast Carcinoma,,-2.6,6.9,4.5,30182,414,42,4,9.5,4.5,2100|2272|3663|8289,ESR2|FHIT|IRF5|ARID1A,-0.26,0
1,-2.6,C0275518,M1,1,0,DisGeNET,35,Acute infectious disease,,-2.6,11,5.2,30182,198,42,3,7.1,4,3661|4782|5468,IRF3|NFIC|PPARG,-0.25,0
1,-2.6,C0003125,M1,1,0,DisGeNET,35,Anorexia Nervosa,,-2.6,11,5.1,30182,202,42,3,7.1,4,1879|2100|55790,EBF1|ESR2|CSGALNACT1,-0.23,0
1,-2.6,C0151468,M1,1,0,DisGeNET,35,Thyroid Gland Follicular Adenoma,,-2.6,11,5.1,30182,202,42,3,7.1,4,2100|5468|7879,ESR2|PPARG|RAB7A,-0.23,0
1,-2.5,C0542476,M1,1,0,DisGeNET,35,Forgetful,,-2.5,6.7,4.4,30182,429,42,4,9.5,4.5,2100|2185|4137|5468,ESR2|PTK2B|MAPT|PPARG,-0.22,0
1,-2.5,C1270972,M1,1,0,DisGeNET,35,Mild cognitive disorder,,-2.5,6.7,4.4,30182,430,42,4,9.5,4.5,2100|4137|7879|120892,ESR2|MAPT|RAB7A|LRRK2,-0.21,0
1,-2.5,C1336708,M1,1,0,DisGeNET,35,Testicular Germ Cell Tumor,,-2.5,10,5.1,30182,208,42,3,7.1,4,2100|2272|5468,ESR2|FHIT|PPARG,-0.21,0
