_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.7,M30363,M1,1,0,Transcription Factor Targets,16,ZNF596 TARGET GENES,,-2.7,5.5,4.3,30182,656,42,5,12,5,1879|4782|5454|8289|89795,EBF1|NFIC|POU3F2|ARID1A|NAV3,-0.3,0
1,-2.6,M11022,M1,1,0,Transcription Factor Targets,16,MAZ Q6,,-2.6,11,5.3,30182,193,42,3,7.1,4,322|1912|8289,APBB1|PHC2|ARID1A,-0.26,0
1,-2.6,M3128,M1,1,0,Transcription Factor Targets,16,AAANWWTGC UNKNOWN,,-2.6,11,5.3,30182,195,42,3,7.1,4,287|1879|7050,ANK2|EBF1|TGIF1,-0.26,0
1,-2.6,M13641,M1,1,0,Transcription Factor Targets,16,HFH3 01,,-2.6,11,5.2,30182,196,42,3,7.1,4,2119|8820|89795,ETV5|HESX1|NAV3,-0.26,0
1,-2.5,M1341,M1,1,0,Transcription Factor Targets,16,HFH4 01,,-2.5,11,5.1,30182,205,42,3,7.1,4,5468|7050|8820,PPARG|TGIF1|HESX1,-0.22,0
1,-2.5,M29968,M1,1,0,Transcription Factor Targets,16,FOXE1 TARGET GENES,,-2.5,4.9,4,30182,728,42,5,12,5,7879|8289|85313|91768|158471,RAB7A|ARID1A|PPIL4|CABLES1|PRUNE2,-0.19,0
1,-2.4,M29893,M1,1,0,Transcription Factor Targets,16,ATF5 TARGET GENES,,-2.4,6.3,4.2,30182,458,42,4,9.5,4.5,7050|8289|55790|89795,TGIF1|ARID1A|CSGALNACT1|NAV3,-0.16,0
1,-2.4,M4453,M1,1,0,Transcription Factor Targets,16,MAZR 01,,-2.4,9.6,4.8,30182,224,42,3,7.1,4,2119|4137|5454,ETV5|MAPT|POU3F2,-0.16,0
1,-2.4,M15595,M1,1,0,Transcription Factor Targets,16,CART1 01,,-2.4,9.4,4.8,30182,229,42,3,7.1,4,8820|91768|158471,HESX1|CABLES1|PRUNE2,-0.15,0
1,-2.4,M5479,M1,1,0,Transcription Factor Targets,16,SRF Q4,,-2.4,9.4,4.8,30182,230,42,3,7.1,4,5468|7050|158471,PPARG|TGIF1|PRUNE2,-0.15,0
1,-2.4,M14782,M1,1,0,Transcription Factor Targets,16,VDR Q3,,-2.4,9.3,4.7,30182,232,42,3,7.1,4,1879|8289|11016,EBF1|ARID1A|ATF7,-0.15,0
1,-2.4,M1793,M1,1,0,Transcription Factor Targets,16,ZF5 01,,-2.4,9.1,4.7,30182,237,42,3,7.1,4,322|1912|7050,APBB1|PHC2|TGIF1,-0.14,0
1,-2.3,M3902,M1,1,0,Transcription Factor Targets,16,POU1F1 Q6,,-2.3,9,4.6,30182,240,42,3,7.1,4,322|8820|171017,APBB1|HESX1|ZNF384,-0.14,0
1,-2.3,M11461,M1,1,0,Transcription Factor Targets,16,FOXO4 01,,-2.3,8.8,4.6,30182,246,42,3,7.1,4,2119|7050|8820,ETV5|TGIF1|HESX1,-0.12,0
1,-2.3,M19265,M1,1,0,Transcription Factor Targets,16,SREBP1 Q6,,-2.3,8.7,4.6,30182,247,42,3,7.1,4,2119|2185|51043,ETV5|PTK2B|ZBTB7B,-0.12,0
1,-2.3,M11512,M1,1,0,Transcription Factor Targets,16,FOXO1 01,,-2.3,8.7,4.5,30182,248,42,3,7.1,4,2119|5454|8820,ETV5|POU3F2|HESX1,-0.12,0
1,-2.3,M7689,M1,1,0,Transcription Factor Targets,16,MEIS1 01,,-2.3,8.7,4.5,30182,249,42,3,7.1,4,287|4137|7050,ANK2|MAPT|TGIF1,-0.12,0
1,-2.3,M5,M1,1,0,Transcription Factor Targets,16,STAT 01,,-2.3,8.4,4.4,30182,258,42,3,7.1,4,2119|2887|10915,ETV5|GRB10|TCERG1,-0.091,0
1,-2.3,M17883,M1,1,0,Transcription Factor Targets,16,STAT5A 01,,-2.3,8.3,4.4,30182,259,42,3,7.1,4,322|2119|2887,APBB1|ETV5|GRB10,-0.088,0
1,-2.2,M4153,M1,1,0,Transcription Factor Targets,16,PXR Q2,,-2.2,8.3,4.4,30182,260,42,3,7.1,4,2119|51347|91768,ETV5|TAOK3|CABLES1,-0.087,0
1,-2.2,M16417,M1,1,0,Transcription Factor Targets,16,FOXO4 02,,-2.2,8.2,4.4,30182,263,42,3,7.1,4,2100|2119|7050,ESR2|ETV5|TGIF1,-0.079,0
1,-2.2,M6985,M1,1,0,Transcription Factor Targets,16,GABP B,,-2.2,8.1,4.4,30182,265,42,3,7.1,4,7879|10818|171017,RAB7A|FRS2|ZNF384,-0.074,0
1,-2.2,M19588,M1,1,0,Transcription Factor Targets,16,CEBPB 02,,-2.2,8.1,4.3,30182,266,42,3,7.1,4,5468|7050|57091,PPARG|TGIF1|CASS4,-0.071,0
1,-2.2,M15623,M1,1,0,Transcription Factor Targets,16,SOX5 01,,-2.2,8,4.3,30182,268,42,3,7.1,4,287|1879|8820,ANK2|EBF1|HESX1,-0.066,0
1,-2.2,M6446,M1,1,0,Transcription Factor Targets,16,CACCCBINDINGFACTOR Q6,,-2.2,8,4.3,30182,271,42,3,7.1,4,2119|4137|171017,ETV5|MAPT|ZNF384,-0.06,0
1,-2.2,M13672,M1,1,0,Transcription Factor Targets,16,HNF4 01,,-2.2,7.9,4.3,30182,273,42,3,7.1,4,5468|7050|51347,PPARG|TGIF1|TAOK3,-0.059,0
1,-2.2,M4770,M1,1,0,Transcription Factor Targets,16,COREBINDINGFACTOR Q6,,-2.2,7.8,4.2,30182,276,42,3,7.1,4,2185|5468|89795,PTK2B|PPARG|NAV3,-0.052,0
1,-2.2,M29962,M1,1,0,Transcription Factor Targets,16,F10 TARGET GENES,,-2.2,7.8,4.2,30182,277,42,3,7.1,4,5454|7098|80206,POU3F2|TLR3|FHOD3,-0.05,0
1,-2.1,M1830,M1,1,0,Transcription Factor Targets,16,YKACATTT UNKNOWN,,-2.1,7.4,4.1,30182,290,42,3,7.1,4,1879|5468|91768,EBF1|PPARG|CABLES1,-0.013,0
